image_path,crop_path,person_id,occlusion,lighting,source_stem,md5,group_id,split,det_ok,det_score,bbox_area_frac,det_stage
/home/tahmid/processed_data/p01/p01_cap_regular_004.jpg,/home/tahmid/crops/p01/p01_cap_regular_004.jpg,p01,cap,regular,IMG_20260822_114239(1).jpg,3ba66b3f3452a121e696ef8fd814e763,g8,train,True,0.5719086527824402,0.069897026,primary
/home/tahmid/processed_data/p01/p01_cap_regular_005.jpg,/home/tahmid/crops/p01/p01_cap_regular_005.jpg,p01,cap,regular,IMG_20260822_114341.jpg,d04bbab29348e089c131d860275208cc,g1,train,True,0.7047780752182007,0.13778625,primary
/home/tahmid/processed_data/p01/p01_cap_regular_006.jpg,/home/tahmid/crops/p01/p01_cap_regular_006.jpg,p01,cap,regular,IMG_20260822_114353(1).jpg,351d77ecf482b9fe0de8bba95daf8f86,g2,test,True,0.7485781311988831,0.12718591,primary
/home/tahmid/processed_data/p01/p01_cap_regular_007.jpg,/home/tahmid/crops/p01/p01_cap_regular_007.jpg,p01,cap,regular,IMG_20260822_114418(1).jpg,4f04ec5ad222ecfe7560f4a6fa91a4dc,g9,test,True,0.7787865400314331,0.13462141,primary
/home/tahmid/processed_data/p01/p01_cap_regular_008.jpg,/home/tahmid/crops/p01/p01_cap_regular_008.jpg,p01,cap,regular,IMG_20260822_114433.jpg,c65e75a758d23363a580b5626f63c073,g4,train,True,0.8444292545318604,0.15863243,primary
/home/tahmid/processed_data/p01/p01_cap_regular_009.jpg,/home/tahmid/crops/p01/p01_cap_regular_009.jpg,p01,cap,regular,IMG_20260822_114454.jpg,0fc22d1a40ced50c5dca38bb08117d06,g10,train,True,0.7124278545379639,0.11899677,primary
/home/tahmid/processed_data/p01/p01_cap_regular_010.jpg,/home/tahmid/crops/p01/p01_cap_regular_010.jpg,p01,cap,regular,IMG_20260822_114456(1).jpg,2761ba5ac2ccdcb3ff127861920a6ce8,g10,train,True,0.7130603790283203,0.11627854,primary
/home/tahmid/processed_data/p01/p01_cap_regular_011.jpg,/home/tahmid/crops/p01/p01_cap_regular_011.jpg,p01,cap,regular,IMG_20260822_114458.jpg,17fbfde6700b85314a4456c8a5100bc3,g10,train,True,0.7084701061248779,0.11848592,primary
/home/tahmid/processed_data/p01/p01_cap_regular_012.jpg,/home/tahmid/crops/p01/p01_cap_regular_012.jpg,p01,cap,regular,IMG_20260822_114458(1).jpg,17fbfde6700b85314a4456c8a5100bc3,g10,train,True,0.7084701061248779,0.11848592,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_001.jpg,/home/tahmid/crops/p01/p01_clearglass_low_001.jpg,p01,clearglass,low,IMG_20260822_113622.jpg,685c92c50e19f70b70786b14ef447522,g11,train,True,0.8721979260444641,0.17300907,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_002.jpg,/home/tahmid/crops/p01/p01_clearglass_low_002.jpg,p01,clearglass,low,IMG_20260822_113623.jpg,e7e7abeb1f1b7764046160e82e3e2ea1,g11,train,True,0.8826411366462708,0.16744988,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_003.jpg,/home/tahmid/crops/p01/p01_clearglass_low_003.jpg,p01,clearglass,low,IMG_20260822_113624.jpg,e795c605fda3a5132ba47d9d7381aa62,g12,train,True,0.8763241171836853,0.17049685,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_004.jpg,/home/tahmid/crops/p01/p01_clearglass_low_004.jpg,p01,clearglass,low,IMG_20260822_113641.jpg,e858239bdc3ce5a295b9e4cedb84cb7e,g13,val,True,0.787467896938324,0.20468226,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_005.jpg,/home/tahmid/crops/p01/p01_clearglass_low_005.jpg,p01,clearglass,low,IMG_20260822_113704.jpg,96f5646c84850cb118d1a93cd9288d1e,g14,train,True,0.879793643951416,0.16493206,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_006.jpg,/home/tahmid/crops/p01/p01_clearglass_low_006.jpg,p01,clearglass,low,IMG_20260822_113705.jpg,9832565906c1ef1c20d5b927c260315e,g14,train,True,0.8625013828277588,0.16365267,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_007.jpg,/home/tahmid/crops/p01/p01_clearglass_low_007.jpg,p01,clearglass,low,IMG_20260822_113707.jpg,813ed65e18a1835fae2a0b472ce8a2d0,g14,train,True,0.8646193146705627,0.16537187,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_008.jpg,/home/tahmid/crops/p01/p01_clearglass_low_008.jpg,p01,clearglass,low,IMG_20260822_113747_1.jpg,e7ac566a4ec2089b3fd5ed93dd704c3c,g15,val,True,0.737349271774292,0.16092074,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_009.jpg,/home/tahmid/crops/p01/p01_clearglass_low_009.jpg,p01,clearglass,low,IMG_20260822_113749.jpg,89f2372f5a93bfc27444b900345e4f84,g15,val,True,0.7600555419921875,0.16140996,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_010.jpg,/home/tahmid/crops/p01/p01_clearglass_low_010.jpg,p01,clearglass,low,IMG_20260822_113846.jpg,62633eefe4c51ad5d7781a1a50e02a87,g16,train,True,0.7970799803733826,0.16467297,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_011.jpg,/home/tahmid/crops/p01/p01_clearglass_low_011.jpg,p01,clearglass,low,IMG_20260822_113848.jpg,2f2447ed21801de19231cdb93511d282,g16,train,True,0.8063662648200989,0.16589333,primary
/home/tahmid/processed_data/p01/p01_clearglass_low_012.jpg,/home/tahmid/crops/p01/p01_clearglass_low_012.jpg,p01,clearglass,low,IMG_20260822_113849.jpg,46dc6e3ca25f82952ff362f9b1cd9286,g16,train,True,0.7565733194351196,0.17389773,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_001.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_001.jpg,p01,clearglass,regular,IMG_20260822_113615.jpg,803d0f8ae51948a905f347c1dba525ec,g11,train,True,0.8715406656265259,0.1940172,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_002.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_002.jpg,p01,clearglass,regular,IMG_20260822_113616.jpg,52d0fa4e75c7cff545bc7d988ef41c43,g11,train,True,0.8642781972885132,0.18889828,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_003.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_003.jpg,p01,clearglass,regular,IMG_20260822_113633.jpg,3dc2c465aa1c766fc51160e4193361b2,g13,val,True,0.8068150281906128,0.20711105,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_004.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_004.jpg,p01,clearglass,regular,IMG_20260822_113634.jpg,1373fa39fec800c8b8d0a1f95b7c9ae5,g13,val,True,0.8150908946990967,0.20801401,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_005.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_005.jpg,p01,clearglass,regular,IMG_20260822_113653.jpg,c3bde70094b7b1dc199b5ccef12117b5,g17,train,True,0.8873699307441711,0.1457742,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_006.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_006.jpg,p01,clearglass,regular,IMG_20260822_113654.jpg,2d88fe6a8dbd660ae88b1263e8d0b6db,g17,train,True,0.8817540407180786,0.14014599,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_007.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_007.jpg,p01,clearglass,regular,IMG_20260822_113655.jpg,d6a429fe5fb5e8459ba14faacd22fb8f,g17,train,True,0.8740143775939941,0.14737728,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_008.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_008.jpg,p01,clearglass,regular,IMG_20260822_113724.jpg,56cfe04f986bfffa8ea2f10b4307354e,g18,test,True,0.7594996690750122,0.1285637,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_009.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_009.jpg,p01,clearglass,regular,IMG_20260822_113725.jpg,d486f5307733bf95530950af10b04c50,g18,test,True,0.7593986988067627,0.13219923,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_010.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_010.jpg,p01,clearglass,regular,IMG_20260822_113726.jpg,4a0ac97a3a763ddc4a7078bb4e669d3a,g18,test,True,0.772290825843811,0.1362232,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_011.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_011.jpg,p01,clearglass,regular,IMG_20260822_113815.jpg,df5c8030f6d636b78e0e29a4669b829d,g19,test,True,0.808323323726654,0.20833887,primary
/home/tahmid/processed_data/p01/p01_clearglass_regular_012.jpg,/home/tahmid/crops/p01/p01_clearglass_regular_012.jpg,p01,clearglass,regular,IMG_20260822_113817.jpg,c5fad6e2801fdfcdf6fd3b0c69f7779b,g19,test,True,0.7776658535003662,0.20115991,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_001.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_001.jpg,p01,mask_clearglass,low,IMG_20260822_113412.jpg,6723e789c5b24c5e583e48040a264946,g20,train,True,0.85176682472229,0.16738516,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_002.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_002.jpg,p01,mask_clearglass,low,IMG_20260822_113413.jpg,e9969829d3925b016ce01ef5040a800d,g20,train,True,0.8527911901473999,0.16778871,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_003.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_003.jpg,p01,mask_clearglass,low,IMG_20260822_113414.jpg,e7ef9932c529eb0b50385c939fffc014,g21,train,True,0.843932032585144,0.1641909,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_004.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_004.jpg,p01,mask_clearglass,low,IMG_20260822_113430.jpg,d35c548f85afb13c11cdad031a84bafc,g22,train,True,0.7025792598724365,0.28846717,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_005.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_005.jpg,p01,mask_clearglass,low,IMG_20260822_113432.jpg,5696b0f2dad2f49f4121b4b18cce8a3d,g22,train,True,0.6725079417228699,0.28833094,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_006.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_006.jpg,p01,mask_clearglass,low,IMG_20260822_113446.jpg,5d77be9ca2939310a6523380a3dfd824,g23,val,True,0.7827457189559937,0.13067527,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_007.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_007.jpg,p01,mask_clearglass,low,IMG_20260822_113449.jpg,d135315077eacaadc953550def87c0cb,g24,test,True,0.7523987293243408,0.12226194,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_008.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_008.jpg,p01,mask_clearglass,low,IMG_20260822_113516.jpg,8c17054978ce01b8df32340c48c74ac3,g25,train,True,0.656647801399231,0.14522052,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_009.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_009.jpg,p01,mask_clearglass,low,IMG_20260822_113517.jpg,02d430dd7c00458ba9f7687abf2846cd,g25,train,True,0.6494041085243225,0.14710398,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_010.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_010.jpg,p01,mask_clearglass,low,IMG_20260822_113547.jpg,332725741feffee7a356499ece58660d,g26,val,True,0.7050302624702454,0.2258867,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_011.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_011.jpg,p01,mask_clearglass,low,IMG_20260822_113548.jpg,ec06438d440c9442c5fb82534b800025,g27,train,True,0.6697397232055664,0.21469878,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_low_012.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_low_012.jpg,p01,mask_clearglass,low,IMG_20260822_113549.jpg,0098811fc01f1210ad4f2963adb58ca6,g27,train,True,0.6851205229759216,0.21479571,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_001.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_001.jpg,p01,mask_clearglass,regular,IMG_20260822_113405.jpg,6a340bd24ab789b47903515250999ce7,g20,train,True,0.8361760377883911,0.1741785,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_002.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_002.jpg,p01,mask_clearglass,regular,IMG_20260822_113406.jpg,f830d9aafbda5a58e38251647c0ca062,g20,train,True,0.8525530099868774,0.16459388,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_003.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_003.jpg,p01,mask_clearglass,regular,IMG_20260822_113421.jpg,85532ce4a7c75d2af28f0033d4f6f7b2,g21,train,True,0.769723653793335,0.23923407,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_004.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_004.jpg,p01,mask_clearglass,regular,IMG_20260822_113422.jpg,525ca3f0a28972a15a75a7afd6b4f81d,g21,train,True,0.7258887887001038,0.25390843,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_005.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_005.jpg,p01,mask_clearglass,regular,IMG_20260822_113424.jpg,4ef78065f9dbb98e54e6735c5ee61cd2,g22,train,True,0.72871994972229,0.2607749,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_006.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_006.jpg,p01,mask_clearglass,regular,IMG_20260822_113439.jpg,23386c002e014e0c1b7c22d9bccca847,g23,val,True,0.8311779499053955,0.13178076,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_007.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_007.jpg,p01,mask_clearglass,regular,IMG_20260822_113440.jpg,61d21063aa8bc08228f5224b74949b36,g23,val,True,0.795354962348938,0.12468114,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_008.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_008.jpg,p01,mask_clearglass,regular,IMG_20260822_113501.jpg,58ef14ebdb8ebbdfe033d23eebb0241d,g28,test,True,0.6262423992156982,0.11672575,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_009.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_009.jpg,p01,mask_clearglass,regular,IMG_20260822_113503.jpg,b197663aca38ee1fde3024d35109d4cb,g28,test,True,0.6682738065719604,0.14722528,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_010.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_010.jpg,p01,mask_clearglass,regular,IMG_20260822_113505.jpg,c7c313406162f734092780607ea6e3a6,g28,test,True,0.6503821611404419,0.16827887,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_011.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_011.jpg,p01,mask_clearglass,regular,IMG_20260822_113530.jpg,f14a2e3f4836965bfad13d700de52fc1,g29,test,True,0.6763787269592285,0.18460926,primary
/home/tahmid/processed_data/p01/p01_mask_clearglass_regular_012.jpg,/home/tahmid/crops/p01/p01_mask_clearglass_regular_012.jpg,p01,mask_clearglass,regular,IMG_20260822_113539.jpg,b55d47e5c6fe776208c75a4ba8ca8c27,g26,val,True,0.7207615375518799,0.16335046,primary
/home/tahmid/processed_data/p01/p01_mask_low_001.jpg,/home/tahmid/crops/p01/p01_mask_low_001.jpg,p01,mask,low,IMG_20260822_113936(1).jpg,875650c3f8ebac591dbeb080208a63b3,g30,val,True,0.8375888466835022,0.15000658,primary
/home/tahmid/processed_data/p01/p01_mask_low_002.jpg,/home/tahmid/crops/p01/p01_mask_low_002.jpg,p01,mask,low,IMG_20260822_113937.jpg,e780bf795ea62da5a32d770db6a1e79c,g30,val,True,0.8442416787147522,0.15253118,primary
/home/tahmid/processed_data/p01/p01_mask_low_003.jpg,/home/tahmid/crops/p01/p01_mask_low_003.jpg,p01,mask,low,IMG_20260822_113951.jpg,2206af971e68c3aae937d55fc684f0d9,g31,train,True,0.7697802782058716,0.2066987,primary
/home/tahmid/processed_data/p01/p01_mask_low_004.jpg,/home/tahmid/crops/p01/p01_mask_low_004.jpg,p01,mask,low,IMG_20260822_113951(1).jpg,2206af971e68c3aae937d55fc684f0d9,g31,train,True,0.7697802782058716,0.2066987,primary
/home/tahmid/processed_data/p01/p01_mask_low_005.jpg,/home/tahmid/crops/p01/p01_mask_low_005.jpg,p01,mask,low,IMG_20260822_113953(1).jpg,ee9c5a9e611eb6046d6fe2a5633e93e8,g31,train,True,0.7181021571159363,0.22366524,primary
/home/tahmid/processed_data/p01/p01_mask_low_006.jpg,/home/tahmid/crops/p01/p01_mask_low_006.jpg,p01,mask,low,IMG_20260822_114014.jpg,690231e29d2d6667bdb53fed15153cb2,g32,train,True,0.7905601263046265,0.14215483,primary
/home/tahmid/processed_data/p01/p01_mask_low_007.jpg,/home/tahmid/crops/p01/p01_mask_low_007.jpg,p01,mask,low,IMG_20260822_114015.jpg,31df94e7ea0feef0e7bf1ddabe83a58d,g32,train,True,0.816698431968689,0.1375931,primary
/home/tahmid/processed_data/p01/p01_mask_low_008.jpg,/home/tahmid/crops/p01/p01_mask_low_008.jpg,p01,mask,low,IMG_20260822_114016.jpg,57b56380678f4f2f501e8db09eadff6a,g32,train,True,0.8180149793624878,0.14259663,primary
/home/tahmid/processed_data/p01/p01_mask_low_009.jpg,/home/tahmid/crops/p01/p01_mask_low_009.jpg,p01,mask,low,IMG_20260822_114035.jpg,22038f7ef4127f2ed1c50cf076605788,g33,test,True,0.6499442458152771,0.21398446,primary
/home/tahmid/processed_data/p01/p01_mask_low_010.jpg,/home/tahmid/crops/p01/p01_mask_low_010.jpg,p01,mask,low,IMG_20260822_114036.jpg,bb09a461fd5c27d6e628f34958781bb7,g33,test,True,0.6547669768333435,0.19760992,primary
/home/tahmid/processed_data/p01/p01_mask_low_011.jpg,/home/tahmid/crops/p01/p01_mask_low_011.jpg,p01,mask,low,IMG_20260822_114037.jpg,fc9f65b9eb511012cd2a4ac33db76bdd,g33,test,True,0.5870062708854675,0.18625817,primary
/home/tahmid/processed_data/p01/p01_mask_low_012.jpg,/home/tahmid/crops/p01/p01_mask_low_012.jpg,p01,mask,low,IMG_20260822_114052(1).jpg,d229f7e0702276f3a97e1aab411b139a,g34,train,True,0.6768543124198914,0.1683288,primary
/home/tahmid/processed_data/p01/p01_mask_regular_001.jpg,/home/tahmid/crops/p01/p01_mask_regular_001.jpg,p01,mask,regular,IMG_20260822_113925(1).jpg,548c218cf0d9368262acabbae8ca7e7c,g35,train,True,0.8757455945014954,0.1635818,primary
/home/tahmid/processed_data/p01/p01_mask_regular_002.jpg,/home/tahmid/crops/p01/p01_mask_regular_002.jpg,p01,mask,regular,IMG_20260822_113927.jpg,08c21eaca804f5ed6c24cb2aa146a7fa,g35,train,True,0.8674665689468384,0.15995048,primary
/home/tahmid/processed_data/p01/p01_mask_regular_003.jpg,/home/tahmid/crops/p01/p01_mask_regular_003.jpg,p01,mask,regular,IMG_20260822_113927(1).jpg,08c21eaca804f5ed6c24cb2aa146a7fa,g35,train,True,0.8674665689468384,0.15995048,primary
/home/tahmid/processed_data/p01/p01_mask_regular_004.jpg,/home/tahmid/crops/p01/p01_mask_regular_004.jpg,p01,mask,regular,IMG_20260822_113944.jpg,3af9cb1cad654ecf56965944f37ab0c8,g30,val,True,0.7508950233459473,0.20470552,primary
/home/tahmid/processed_data/p01/p01_mask_regular_005.jpg,/home/tahmid/crops/p01/p01_mask_regular_005.jpg,p01,mask,regular,IMG_20260822_113958(1).jpg,5b626d68c5ac8269fed4602a77944a32,g31,train,True,0.8571420907974243,0.15123625,primary
/home/tahmid/processed_data/p01/p01_mask_regular_006.jpg,/home/tahmid/crops/p01/p01_mask_regular_006.jpg,p01,mask,regular,IMG_20260822_114001(1).jpg,2376d7711da21981a3640c3c8d90bc7b,g36,test,True,0.8606809973716736,0.15160964,primary
/home/tahmid/processed_data/p01/p01_mask_regular_007.jpg,/home/tahmid/crops/p01/p01_mask_regular_007.jpg,p01,mask,regular,IMG_20260822_114022(1).jpg,7c7cfcd1c2a817bf7ff47c1449cf3b58,g32,train,True,0.6948928236961365,0.21884656,primary
/home/tahmid/processed_data/p01/p01_mask_regular_008.jpg,/home/tahmid/crops/p01/p01_mask_regular_008.jpg,p01,mask,regular,IMG_20260822_114023(1).jpg,2abbca45fa7101672cf8588302e3366c,g37,val,True,0.7013911008834839,0.19071832,primary
/home/tahmid/processed_data/p01/p01_mask_regular_009.jpg,/home/tahmid/crops/p01/p01_mask_regular_009.jpg,p01,mask,regular,IMG_20260822_114024.jpg,de89c13bc924d96e269456b33265cdac,g37,val,True,0.6922346353530884,0.21901342,primary
/home/tahmid/processed_data/p01/p01_mask_regular_010.jpg,/home/tahmid/crops/p01/p01_mask_regular_010.jpg,p01,mask,regular,IMG_20260822_114024(1).jpg,de89c13bc924d96e269456b33265cdac,g37,val,True,0.6922346353530884,0.21901342,primary
/home/tahmid/processed_data/p01/p01_mask_regular_011.jpg,/home/tahmid/crops/p01/p01_mask_regular_011.jpg,p01,mask,regular,IMG_20260822_114044(1).jpg,562fff9726acc78824deac54d223eb19,g34,train,True,0.6205416917800903,0.17364827,primary
/home/tahmid/processed_data/p01/p01_mask_regular_012.jpg,/home/tahmid/crops/p01/p01_mask_regular_012.jpg,p01,mask,regular,IMG_20260822_114045(1).jpg,a14df5ed2d1ced4e5c625c8af60697c1,g34,train,True,0.6758400797843933,0.1775351,primary
/home/tahmid/processed_data/p01/p01_mask_sunglass_low_001.jpg,/home/tahmid/crops/p01/p01_mask_sunglass_low_001.jpg,p01,mask_sunglass,low,IMG_20260822_113229.jpg,fb9370fab5b51cc0fdb4411d2229042a,g38,train,True,0.7421869039535522,0.19651054,primary
/home/tahmid/processed_data/p01/p01_mask_sunglass_low_002.jpg,/home/tahmid/crops/p01/p01_mask_sunglass_low_002.jpg,p01,mask_sunglass,low,IMG_20260822_113231.jpg,88ded3f85b2a7a48f04d1eb8b35b7637,g38,train,True,0.7796589136123657,0.19252886,primary
/home/tahmid/processed_data/p01/p01_mask_sunglass_low_003.jpg,/home/tahmid/crops/p01/p01_mask_sunglass_low_003.jpg,p01,mask_sunglass,low,IMG_20260822_113246.jpg,1236daa2ffabad81588a821c19634f9c,g39,train,True,0.6640295386314392,0.32034025,primary
/home/tahmid/processed_data/p01/p01_mask_sunglass_low_004.jpg,/home/tahmid/crops/p01/p01_mask_sunglass_low_004.jpg,p01,mask_sunglass,low,IMG_20260822_113247.jpg,5d078dcaaa5d630a7fbfa3895509e920,g39,train,True,0.6861801147460938,0.31290045,primary
/home/tahmid/processed_data/p01/p01_mask_sunglass_low_005.jpg,/home/tahmid/crops/p01/p01_mask_sunglass_low_005.jpg,p01,mask_sunglass,low,IMG_20260822_113248.jpg,dc12aea498d5df315c0d8e4e36530a72,g40,test,True,0.6628618240356445,0.32717443,primary
/home/tahmid/processed_data/p01/p01_mask_sunglass_low_006.jpg,/home/tahmid/crops/p01/p01_mask_sunglass_low_006.jpg,p01,mask_sunglass,low,IMG_20260822_113303.jpg,51f5dc8b72cc1965e50203ba68687e45,g41,val,True,0.5363696217536926,0.1377128,primary
